geo,name,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
ner,Niger,514872,528257,546279,564639,582858,601864,629337,649123,664813,680564,700448,724140,746190,768028,790214,813987,842666,865908,886049,905982,928778,957049,979744,1000173,1022204,1049692,1085181,1117132,1147765,1179899,1217656,1271532,1315409,1353650,1390466,1430492,1480314,1515468,1543217,1573430,1616305,1672566,1726439,1782163,1843246,1914676,2009436,2093299,2172025,2252597,2342970,2455894,2553949,2644650,2736898,2840092,2960305,3073537,3185153,3300070,3423709,3559852,3690051,3818030,3947465,4082456,4228159,4367036,4503387,4642083,4787474,4940603,5094685,5251100,5410779,5575488,5752496,5924603,6094497,6265784,6442182,6629653,6811389,6989858,7167456,7346990,7534759,7714622,7889229,8061598,8234817,8413840,8586277,8754000,8918783,9082737,9252584,9414291,9570084,9722673,9874788,10032995,10184451,10330539,10472341,10611429,10757437,10893054,11021091,11145328,11269169,11399058,11524156,11645082,11761707,11874666,11996526,12107439,12209617,12306099,12399709,12500423,12592621,12677843,12757319,12832557,12914931,12988635,13055401,13117377,13176624,13243865,13304869,13360738,13412759,13462392,13522400,13575965,13623073,13662906,13695504,13738476,13766311,13782333,13791326,13798137,13808460,13817381,13827342,13836899,13841203
nga,Nigeria,6329574,6424557,6480175,6537868,6623690,6754053,6917876,7076182,7233074,7397039,7584631,7842500,8043483,8211878,8377149,8567994,8802195,8999304,9185026,9389287,9641499,9940516,10248023,10574840,10929730,11327345,11795730,12217209,12607755,12984772,13367015,13820366,14205560,14547567,14873974,15214373,15586634,15905373,16195239,16483852,16798895,17160503,17497252,17830170,18182903,18583369,19088801,19562507,20029439,20521253,21074261,21762206,22402725,23022562,23648676,24314339,25077785,25754299,26384573,27017367,27695441,28405418,29107559,29803348,30478641,31132119,31830807,32411762,32917192,33409364,33938795,34470726,35022483,35597127,36183953,36781438,37440042,38056070,38645804,39234979,39848916,40529359,41158133,41755526,42342415,42941310,43587667,44183079,44743890,45286476,45828915,46409598,46935897,47422165,47882345,48332476,48817180,49237742,49616760,49983846,50365386,50783359,51189835,51585099,51960149,52314888,52736890,53065840,53332065,53580692,53849167,54154849,54452875,54745195,55022101,55282471,55607670,55862191,56065922,56248807,56436765,56673451,56876431,57054929,57214169,57362801,57567568,57723748,57841064,57930220,58003145,58128798,58195874,58220614,58222718,58220077,58259508,58274490,58271230,58253839,58229029,58261971,58259009,58229368,58184823,58136720,58146794,58119089,58060356,57978968,57888417
nic,Nicaragua,211440,225088,247804,270032,289384,306446,331309,344893,351812,356693,363226,366842,372953,381433,390477,398926,407506,416131,425050,435272,447584,462824,478782,495413,512396,529752,550511,568039,583315,597877,613030,629693,645970,661243,674041,683579,693524,697252,696801,695591,696176,693417,694648,698285,701007,700340,699899,694793,686398,677633,670580,662108,657635,656332,656426,656677,658212,659914,661604,663485,665690,668497,670204,671056,671258,670986,669274,667078,664390,661063,656942,650943,645017,639183,633599,628329,622298,617531,613639,610103,606533,603950,601001,597768,594500,591406,589070,586398,583519,580511,577443,574493,571570,568572,565333,561735,558153,554306,550205,545879,541320,536654,532043,527449,522835,518160,513636,509438,505417,501388,497214,493570,489768,485832,481853,477884,474267,470789,467388,463941,460341,457079,453810,450484,447058,443468,440114,436785,433424,429961,426314,422855,419472,416088,412626,409021,405659,402443,399269,396018,392570,389473,386372,383215,379978,376642,373616,370757,368012,365283,362412
nld,Netherlands,1190373,1203555,1170528,1137864,1119042,1112388,1065788,1068069,1097165,1131404,1155795,1197863,1218616,1221831,1219983,1222325,1229036,1228686,1223717,1213127,1196430,1170934,1141158,1107968,1072839,1036774,995422,959539,929037,904034,884110,866772,860990,863293,869319,876662,897737,910155,917097,923636,933606,945025,956666,968467,978017,983169,983310,980246,975092,971265,971263,968776,976931,990912,1002033,1003697,1007282,994856,971484,947152,929004,904318,893837,893438,894460,890687,890307,883660,872822,863307,858900,855174,858111,865651,873312,878091,886488,888721,886464,882990,880428,875652,873262,872416,871107,867859,864059,859789,854821,849380,843483,837563,831901,826472,821175,815828,810944,807017,803739,800806,797986,796429,795381,794690,794208,793755,794331,795054,795728,796044,795702,795638,795042,793910,792280,790054,787340,785111,783006,780551,777327,774309,771508,768647,765506,761869,758943,756189,753495,750734,747711,745525,743821,742385,740961,739268,738625,738364,738190,737731,736628,736580,736275,735548,734301,732439,731045,729794,728513,726792,723969
nor,Norway,319771,321469,315757,309741,305967,304100,294597,294673,299964,305795,308839,315718,316874,314089,311490,311952,312502,316396,322351,327381,329618,333414,331744,325895,318063,309714,298278,287328,277318,268564,261200,252327,248831,249169,251357,254075,260914,266288,270665,275097,280385,287252,292827,297453,301118,303831,305109,305485,305065,303865,301771,297311,293378,290172,288350,288373,287855,290986,296376,301859,306018,312577,314502,313223,310945,308947,303962,301449,300868,301197,301748,302124,304903,309059,313331,316725,321503,323911,324692,325106,325916,325291,326175,328101,330089,331326,331832,332723,333718,334659,335299,335514,336012,336662,337282,337622,337456,337755,338338,338997,339492,339592,340364,341580,342923,344051,345004,346384,347985,349584,350911,351951,353303,354808,356243,357323,357905,358886,360061,361177,361932,362239,363054,364111,365100,365697,366034,366740,367633,368487,369015,369298,370047,371056,372057,372735,373247,374272,375550,376766,377563,378267,379304,380471,381552,382275,382817,383887,385255,386597,387472
npl,Nepal,1228224,1291732,1383890,1463923,1521061,1560867,1642018,1664530,1654646,1639353,1639665,1630950,1642553,1671984,1707211,1741429,1790688,1827587,1856644,1886976,1926549,1981844,2027397,2068938,2112200,2163236,2226902,2286279,2343985,2402017,2463526,2539831,2603903,2660248,2714630,2772991,2842015,2901895,2957976,3016139,3081762,3148520,3210591,3268351,3322908,3376775,3450425,3512639,3561271,3589741,3594062,3601164,3562500,3491829,3411150,3336363,3243134,3178969,3132952,3085386,3022827,2983473,2930855,2872139,2823184,2798298,2769163,2741232,2718932,2706195,2706773,2708100,2716798,2727158,2728192,2714069,2722518,2692382,2635585,2570939,2511596,2442041,2389269,2348404,2308494,2262186,2221123,2174388,2123591,2074539,2031602,1996527,1964277,1934982,1907512,1881863,1865940,1846056,1823457,1799955,1777297,1759899,1738272,1713703,1687380,1660512,1635033,1607632,1579005,1550066,1521733,1495614,1470293,1445575,1421257,1397590,1379612,1359685,1338525,1317317,1297322,1282848,1266270,1248435,1230279,1212884,1199788,1184969,1168976,1152398,1136029,1123237,1108345,1092040,1075250,1058981,1045562,1030920,1015483,999732,984358,972036,958104,943119,927854,913180,901618,888679,874833,860667,847010
nzl,New Zealand,232000,239045,240944,242937,247002,253078,255691,263249,272972,282128,289134,299299,303801,303996,302552,301349,298829,296923,295959,295943,296941,298056,301211,304716,305790,302429,301677,292988,279301,265806,256568,246331,242874,244691,248426,251734,258828,263837,267348,271059,276422,283415,288771,292881,295431,296084,294902,292227,288779,285627,283435,278659,277341,278605,281325,284575,289440,295787,302540,308291,312252,319126,319797,316337,311874,308681,303192,300822,300840,301436,301256,301252,301664,302050,302327,302433,304035,304149,303276,302098,301132,300183,299505,299057,298597,297951,297563,297247,296929,296595,296237,296459,296529,296458,296247,295898,296045,295859,295409,294790,294089,293651,293203,292737,292207,291588,291329,291068,290771,290401,289923,289937,289772,289444,288999,288472,288371,288181,287902,287528,287028,287010,286900,286668,286303,285813,285888,285846,285680,285373,284899,284990,284912,284672,284273,283711,283658,283510,283261,282911,282430,282505,282582,282587,282433,282046,282373,282453,282236,281733,281012
omn,Oman,78036,79323,80153,81070,82494,84725,87654,90492,93312,96218,99435,103688,107077,109988,112926,116367,120179,123969,127972,132300,137144,141662,146137,151220,157936,167077,175830,187226,200644,215119,230038,246962,262245,275853,287705,297582,306118,312151,316444,319937,323174,323054,322695,320736,316090,309010,307772,302656,295636,288703,282874,273078,265177,259254,255819,255792,254057,256578,263553,275445,293020,310378,328546,347338,366134,383622,403934,423510,439891,450112,453666,466110,462730,449004,433013,420026,399233,388769,385563,383424,378000,374719,369024,361494,354599,350014,347443,346154,346208,347069,348500,351675,354713,357700,360789,364108,367996,371343,374243,376753,378874,380544,381942,382898,383108,382312,380908,378653,375657,372155,368267,363688,359512,355613,351800,347932,344407,341322,338608,336257,334265,333326,332678,332302,332166,332248,333403,334423,335300,336057,336736,337836,338662,339254,339568,339512,339329,338981,338396,337473,336094,334652,333146,331448,329468,327166,325123,323019,320896,318842,316938
pak,Pakistan,5778606,5742736,5693618,5688265,5761062,5918000,6094062,6333159,6608415,6896029,7189641,7581370,7870980,8094671,8308202,8557471,8818171,9083405,9358249,9633412,9906548,10191865,10453724,10708150,10981309,11295760,11626766,11979237,12358558,12766367,13207972,13695499,14168320,14638312,15123347,15638255,16224664,16810059,17385778,17932481,18442138,19020728,19479293,19852010,20191358,20542960,20871441,21171132,21446900,21689840,21896345,22111536,22279124,22419255,22563479,22739445,22951664,23185005,23441893,23720278,24022417,24407638,24769451,25121446,25488356,25893968,26379875,26849896,27290918,27668065,27962852,28288559,28412658,28397604,28339953,28309951,28189747,28174667,28231901,28292199,28308655,28376390,28380499,28340058,28302404,28303781,28361847,28427981,28505729,28589037,28678640,28834110,28956195,29049549,29118938,29170981,29259346,29280764,29253221,29199800,29138474,29069501,28998742,28921406,28823828,28697865,28588824,28440253,28264995,28087094,27924648,27783842,27667601,27567418,27465294,27351424,27293995,27190091,27054662,26913126,26785142,26682464,26582306,26483397,26376964,26258823,26167031,26047618,25905869,25750167,25587355,25434768,25265016,25084119,24899099,24715740,24539922,24372864,24211134,24048454,23881590,23741962,23586340,23420360,23253848,23095947,22957838,22822268,22692330,22565733,22438560
pan,Panama,143237,147807,152542,157520,162826,168533,174763,180790,186710,192679,198892,205607,211920,217944,223785,229565,235535,240865,245764,250533,255435,260377,265262,269969,274215,277852,281722,284176,285647,286807,288173,289087,290473,292292,294333,296461,298847,301499,304277,306990,309541,312602,314631,316144,317983,320763,323443,327691,332888,337860,341816,346660,349135,350045,350850,352575,353558,356285,360272,364535,368421,373111,377064,380324,383086,385511,388008,389053,389162,389069,389313,389216,390331,392183,393890,394856,396901,397558,397189,396505,396023,395724,395550,395465,395221,394670,394453,393908,393078,392085,391018,390289,389417,388422,387328,386146,385357,384466,383444,382218,380751,379696,378200,376400,374525,372733,371165,369908,368823,367641,366187,365334,364010,362325,360495,358666,357163,355701,354251,352716,351028,349763,348384,346878,345259,343533,342259,340861,339337,337679,335885,334504,332985,331353,329658,327922,326598,325351,324104,322743,321198,320203,318930,317433,315799,314109,312782,311468,310167,308776,307157
per,Peru,1304935,1364680,1424602,1480667,1532640,1584198,1650895,1699653,1738915,1778240,1826057,1878386,1933417,1991051,2047906,2102666,2166942,2215476,2253735,2290655,2334160,2384329,2432677,2480302,2525872,2569502,2620438,2657561,2685757,2712495,2744178,2781025,2817879,2855491,2893461,2932423,2981897,3024249,3059766,3088590,3111912,3141134,3151537,3148263,3137660,3124792,3104000,3080542,3055450,3028750,2999922,2973809,2955864,2944168,2937998,2937224,2953455,2975905,2997862,3008742,3004452,3012156,2966366,2892909,2829817,2799873,2708300,2705216,2756620,2810075,2833265,2917307,2928302,2889665,2842168,2811990,2759234,2730000,2718648,2708637,2689094,2665909,2643063,2618760,2594920,2572547,2556639,2538328,2518978,2500149,2483312,2470950,2458892,2447357,2436115,2425135,2417523,2409050,2399755,2389587,2378491,2369367,2358392,2345802,2331907,2316894,2302435,2287497,2272011,2255876,2238940,2223288,2208072,2192806,2176801,2159566,2145062,2128961,2111791,2094565,2077972,2063553,2050973,2039535,2028015,2015557,2006832,1996479,1984849,1972726,1960603,1950743,1941151,1931494,1921097,1909467,1900004,1889506,1878049,1865861,1853000,1841939,1831123,1820181,1808595,1795962,1786064,1775641,1764563,1752974,1741159
phl,Philippines,3252168,3465349,3744592,4006899,4223564,4399629,4641796,4770383,4836160,4892366,4977527,5018027,5129474,5291970,5459786,5600359,5763162,5889529,5988447,6084443,6196071,6318762,6444722,6577233,6715070,6858329,7013345,7173292,7336731,7501502,7667740,7851660,8014938,8166700,8322106,8493263,8675793,8873880,9078998,9272500,9441990,9627716,9761431,9859886,9952445,10060501,10157686,10286705,10437771,10594427,10748180,10928289,11097411,11252505,11374339,11430488,11392309,11307752,11181540,11062066,11019165,11129545,11247935,11375488,11466438,11477213,11479606,11309897,11035267,10775470,10616342,10371971,10371655,10535518,10721261,10831669,11063527,11124120,11060855,10974271,10936148,10886800,10873571,10890196,10900445,10880938,10856703,10812633,10751020,10685236,10623719,10564053,10513036,10467382,10419995,10366875,10330949,10280512,10218760,10151367,10083087,10024761,9957474,9884852,9810645,9738091,9671211,9608238,9547740,9487082,9424949,9376334,9321086,9260792,9198304,9136125,9084743,9028177,8967912,8905312,8841852,8786273,8727783,8666718,8603136,8537405,8479757,8417467,8351592,8283701,8215233,8154099,8091278,8027229,7962372,7897359,7840870,7782915,7723841,7664009,7603925,7553286,7499848,7444318,7387818,7331655,7283925,7234920,7185294,7135195,7084384
png,Papua New Guinea,306745,315445,325467,334635,342755,350937,361795,367885,371670,375589,381536,386396,393137,401639,410991,420756,431985,441924,451208,460956,472099,484729,497085,509554,522427,536166,551386,565559,579157,592749,606931,621940,635635,648250,659759,670289,681026,689189,695960,703072,711808,720365,732017,746369,762818,781099,803369,826216,848768,869519,887468,907866,920782,928921,936725,947892,956927,969701,985083,1000022,1012142,1024918,1033899,1040196,1046272,1053995,1062055,1072096,1083672,1095605,1107184,1121098,1133173,1143911,1154280,1165077,1177267,1188589,1199323,1209595,1219586,1230380,1240397,1249682,1258194,1265960,1274443,1281462,1287434,1292987,1298609,1304696,1311070,1317547,1323717,1329354,1336460,1342274,1347057,1351259,1355253,1360231,1364350,1367874,1371077,1374203,1378083,1381863,1385415,1388476,1390916,1394507,1396709,1397840,1398423,1398864,1399858,1400605,1401015,1400779,1399734,1399445,1397812,1395229,1392392,1389805,1387640,1386154,1384955,1383290,1380692,1379416,1376210,1371612,1366566,1361752,1357093,1352875,1348960,1344949,1340597,1337049,1332999,1328541,1323891,1319180,1315283,1310918,1305976,1300398,1294403
pol,Poland,2950000,3231819,3376833,3449763,3495877,3549007,3559220,3594178,3634557,3644026,3592221,3508311,3356191,3159952,2969292,2816943,2620401,2532633,2524766,2545868,2561214,2640264,2689126,2716860,2749072,2806058,2901949,2982964,3056996,3127345,3197500,3267475,3333043,3387354,3415164,3404281,3369962,3287662,3172098,3051741,2946532,2806314,2724536,2680131,2635308,2563821,2514597,2417515,2288998,2161361,2057079,1944435,1865306,1817221,1792652,1787846,1806396,1855485,1920003,1976249,2007652,2067048,2052698,1991048,1926497,1890338,1817262,1808606,1843210,1878810,1884914,1897699,1873491,1820938,1763710,1717941,1663321,1626191,1602841,1582257,1557253,1537335,1514995,1491059,1469659,1453571,1444177,1437986,1434657,1432809,1431883,1436932,1439583,1440529,1440620,1440322,1440937,1439529,1436233,1430919,1423418,1413995,1403498,1391716,1378295,1362779,1346169,1329342,1312050,1294411,1276577,1260167,1245229,1231378,1218157,1205311,1196372,1187366,1178588,1170555,1163611,1160242,1157409,1154928,1152350,1149370,1149029,1147383,1144616,1140897,1136188,1132239,1127588,1121916,1114921,1106443,1098251,1089466,1080007,1069778,1058590,1048267,1038088,1027823,1017321,1006545,998128,990075,982474,975584,969794
prk,North Korea,1553976,1422898,1216609,1034190,963113,1030863,1031763,1229034,1521101,1786347,1945590,2195919,2184959,2004012,1821103,1764990,1616635,1715848,1981519,2252293,2421181,2652246,2709282,2629540,2496801,2374434,2194900,2022511,1875409,1761690,1685980,1573909,1599069,1709181,1828059,1903873,2064823,2094302,2035987,1968748,1949570,1900497,1919012,1985319,2049136,2076112,2112238,2104658,2063743,2018078,1987652,1949545,1933702,1932830,1928043,1906335,1889335,1847335,1789954,1736606,1700636,1657528,1646927,1659647,1678509,1692098,1724662,1740550,1743779,1743455,1746093,1750942,1750812,1747946,1742978,1736427,1723264,1714075,1706463,1696830,1682448,1667236,1647291,1623753,1599245,1575501,1550446,1528429,1509132,1491691,1475598,1462510,1451803,1443212,1436804,1432720,1433994,1435668,1437457,1438807,1439516,1443204,1442536,1438761,1433432,1427528,1419024,1410801,1402374,1392757,1381246,1367620,1353557,1339043,1324289,1309296,1293650,1278977,1265210,1252343,1240378,1230149,1221398,1213847,1207374,1202059,1199838,1197858,1196104,1194373,1192504,1192688,1190999,1187823,1183702,1179005,1173838,1168260,1162139,1155054,1146608,1137532,1127978,1117893,1107283,1096085,1085106,1074783,1065078,1055947,1047408
